city,timestamp,temperature,season
New York,2010-01-01,7.761931831936254,winter
New York,2010-01-02,3.8766563633360454,winter
New York,2010-01-03,8.062412288084035,winter
New York,2010-01-04,-5.163965423407224,winter
New York,2010-01-05,-0.4957359617237952,winter
New York,2010-01-06,-1.4102666412448794,winter
New York,2010-01-07,-2.799549974058964,winter
New York,2010-01-08,-2.924137670485398,winter
New York,2010-01-09,-4.494134160792257,winter
New York,2010-01-10,8.697152799090771,winter
New York,2010-01-11,-6.512469518214358,winter
New York,2010-01-12,-4.466055144440098,winter
New York,2010-01-13,-3.4264718291658625,winter
New York,2010-01-14,3.5036444663040682,winter
New York,2010-01-15,-5.800179016896447,winter
New York,2010-01-16,-8.112387027292248,winter
New York,2010-01-17,3.413876917718988,winter
New York,2010-01-18,8.759722830211858,winter
New York,2010-01-19,3.3374648914961647,winter
New York,2010-01-20,2.548401816008652,winter
New York,2010-01-21,1.6346621626133182,winter
New York,2010-01-22,-12.645802214620678,winter
New York,2010-01-23,5.738142779224801,winter
New York,2010-01-24,-6.233017103929934,winter
New York,2010-01-25,-3.0884369766312596,winter
New York,2010-01-26,-0.9444800340576778,winter
New York,2010-01-27,1.668512949764782,winter
New York,2010-01-28,13.630077336136877,winter
New York,2010-01-29,5.159967951251064,winter
New York,2010-01-30,-4.913650527484659,winter
New York,2010-01-31,1.8945155084688758,winter
New York,2010-02-01,1.5115791309582116,winter
New York,2010-02-02,0.021606411943976434,winter
New York,2010-02-03,-8.125345746177672,winter
New York,2010-02-04,-1.4156943250413814,winter
New York,2010-02-05,2.496623108235121,winter
New York,2010-02-06,1.3684871296675019,winter
New York,2010-02-07,-5.84841018104586,winter
New York,2010-02-08,-7.488183936758388,winter
New York,2010-02-09,-1.341624348633731,winter
New York,2010-02-10,-1.7325888850626583,winter
New York,2010-02-11,4.428170570232888,winter
New York,2010-02-12,-1.070305059845979,winter
New York,2010-02-13,2.6891717624955773,winter
New York,2010-02-14,-0.7771466250871585,winter
New York,2010-02-15,0.7731704875857606,winter
New York,2010-02-16,-3.520254482343423,winter
New York,2010-02-17,-0.5052424427060385,winter
New York,2010-02-18,1.587168991811439,winter
New York,2010-02-19,-6.391653064334559,winter
New York,2010-02-20,-2.527715640225771,winter
New York,2010-02-21,14.971078936063606,winter
New York,2010-02-22,-0.33677545636601813,winter
New York,2010-02-23,-7.734270174900606,winter
New York,2010-02-24,-1.5832019408895979,winter
New York,2010-02-25,-3.0621102727568994,winter
New York,2010-02-26,-5.597554652548753,winter
New York,2010-02-27,13.99734893079345,winter
New York,2010-02-28,-1.2910299574222395,winter
New York,2010-03-01,15.578655524221956,spring
New York,2010-03-02,11.379251233278193,spring
New York,2010-03-03,9.755599017372539,spring
New York,2010-03-04,13.042413232964607,spring
New York,2010-03-05,14.430119897914942,spring
New York,2010-03-06,7.50950361182337,spring
New York,2010-03-07,12.069164634110564,spring
New York,2010-03-08,11.303644440395683,spring
New York,2010-03-09,2.3082508983731724,spring
New York,2010-03-10,5.286306914044749,spring
New York,2010-03-11,10.492108009352178,spring
New York,2010-03-12,19.088830342835617,spring
New York,2010-03-13,18.06744106138002,spring
New York,2010-03-14,17.28886601270745,spring
New York,2010-03-15,16.56166726707483,spring
New York,2010-03-16,15.197539955825832,spring
New York,2010-03-17,12.273177522756155,spring
New York,2010-03-18,4.588961753645558,spring
New York,2010-03-19,4.640708155638888,spring
New York,2010-03-20,1.8299802991134833,spring
New York,2010-03-21,6.742725767662483,spring
New York,2010-03-22,14.382702119613313,spring
New York,2010-03-23,13.367336933661846,spring
New York,2010-03-24,5.610816302710252,spring
New York,2010-03-25,8.969997896210902,spring
New York,2010-03-26,4.499344879569152,spring
New York,2010-03-27,11.984700546419656,spring
New York,2010-03-28,15.306147356545909,spring
New York,2010-03-29,5.893605729089364,spring
New York,2010-03-30,13.25164735661117,spring
New York,2010-03-31,2.601703653435928,spring
New York,2010-04-01,9.373921077038158,spring
New York,2010-04-02,9.463063935710137,spring
New York,2010-04-03,14.42372444741818,spring
New York,2010-04-04,10.822727033122238,spring
New York,2010-04-05,16.482644395695893,spring
New York,2010-04-06,19.713924410244978,spring
New York,2010-04-07,20.130735063682152,spring
New York,2010-04-08,10.661524217662475,spring
New York,2010-04-09,8.784394662954352,spring
New York,2010-04-10,5.726713435677525,spring
New York,2010-04-11,14.589412943486815,spring
New York,2010-04-12,8.054589278906075,spring
New York,2010-04-13,4.23012929270676,spring
New York,2010-04-14,6.98401368469559,spring
New York,2010-04-15,7.761829715486769,spring
New York,2010-04-16,10.781128752945744,spring
New York,2010-04-17,6.760308024662008,spring
New York,2010-04-18,9.22359149246008,spring
New York,2010-04-19,10.57539668618357,spring
New York,2010-04-20,10.560225890170999,spring
New York,2010-04-21,10.790005687029938,spring
New York,2010-04-22,21.097962934480837,spring
New York,2010-04-23,5.206984734432757,spring
New York,2010-04-24,10.103791562101751,spring
New York,2010-04-25,14.390320024535384,spring
New York,2010-04-26,10.400569048630306,spring
New York,2010-04-27,12.204516734099043,spring
New York,2010-04-28,7.391957442667193,spring
New York,2010-04-29,7.737033762669979,spring
New York,2010-04-30,4.7280751445413145,spring
New York,2010-05-01,16.058008448964337,spring
New York,2010-05-02,3.5688565310018348,spring
New York,2010-05-03,4.713471223411311,spring
New York,2010-05-04,7.301785076774413,spring
New York,2010-05-05,11.40551834279356,spring
New York,2010-05-06,8.32350284237588,spring
New York,2010-05-07,12.987050235808837,spring
New York,2010-05-08,10.778144440519785,spring
New York,2010-05-09,6.301403989836334,spring
New York,2010-05-10,11.440736696263766,spring
New York,2010-05-11,13.79583461559705,spring
New York,2010-05-12,7.672169332373597,spring
New York,2010-05-13,14.417668364412393,spring
New York,2010-05-14,5.898132544468711,spring
New York,2010-05-15,2.0922977558385716,spring
New York,2010-05-16,4.338910369984104,spring
New York,2010-05-17,12.858892895886488,spring
New York,2010-05-18,19.938705856132174,spring
New York,2010-05-19,15.458492180836126,spring
New York,2010-05-20,7.2345933486119876,spring
New York,2010-05-21,6.0064802910249595,spring
New York,2010-05-22,5.66237483154712,spring
New York,2010-05-23,10.127516880892987,spring
New York,2010-05-24,15.010033017762158,spring
New York,2010-05-25,7.6062946545637,spring
New York,2010-05-26,4.441371465527126,spring
New York,2010-05-27,12.77671565059587,spring
New York,2010-05-28,13.136334508103047,spring
New York,2010-05-29,20.582465409770286,spring
New York,2010-05-30,9.244659836509312,spring
New York,2010-05-31,15.325412365113003,spring
New York,2010-06-01,21.65439955798313,summer
New York,2010-06-02,26.476627546408274,summer
New York,2010-06-03,33.36790068422719,summer
New York,2010-06-04,18.86091251101584,summer
New York,2010-06-05,27.146294063311977,summer
New York,2010-06-06,29.943026433189228,summer
New York,2010-06-07,20.109581293789418,summer
New York,2010-06-08,26.131970101485493,summer
New York,2010-06-09,31.055226477537424,summer
New York,2010-06-10,26.27543033140785,summer
New York,2010-06-11,22.706374360280513,summer
New York,2010-06-12,29.319994324698033,summer
